ID,Label,Num_Stress,Stress_ID,Block,Position,Base_Soil,MP,Drought,Herbicide,Antibiotic,Seed_1_Emergence_Date,Seed_2_Emergence_Date,June_11_Height_cm,June_18_Height_cm,June_25_Height_cm,Jul_2_Height_cm,July_9_Height_cm,July_15_Height_cm,Shoot_Biomass,Root_Biomass,File.Name,Region.of.Interest,Median.Number.of.Roots,Maximum.Number.of.Roots,Number.of.Root.Tips,Total.Root.Length.mm,Depth.mm,Maximum.Width.mm,Width-to-Depth.Ratio,Network.Area.mm2,Convex.Area.mm2,Solidity,Lower.Root.Area.mm2,Average.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Holes,Computation.Time.s,Average.Root.Orientation.deg,Shallow.Angle.Frequency,Medium.Angle.Frequency,Steep.Angle.Frequency,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,TOC_Batch,Broken_Tube_TOC,Date_of_TOC,TOC_Sample_ID,NPOC,NPOC_Unit,Vial,Date_Time
46,Axxx_2,1,Antibiotic,9,7,AB,Absence,Absence,Absence,Presence,June_7,June_7,11.2,22.2,22.6,25.8,25.5,27.2,136.8,76.8,MO_046.jpg,roi_1,35,78,1386,18533.24744,279.061333,204.893333,0.734223,4539.480168,52423.82974,0.086592,4255.871417,0.314069,5.554547,32302.25396,2194.70673,18009.71596,4212,6.032,47.072217,0.306115,0.325905,0.36798,12018.26285,6514.984587,2549.805895,3181.78885,8010.515165,9999.200798,444.311333,1750.395396,3,Y,Mar_9,46_EX2,3.203,mg/L,23,3/9/26 17:59
47,Axxx_3,1,Antibiotic,2,8,AB,Absence,Absence,Absence,Presence,June_7,NA,14.3,29.4,30.3,30.2,30.1,30.4,265.4,119.4,MO_047.jpg,roi_1,55,109,1829,29105.50521,279.061333,204.893333,0.734223,7232.381593,54771.82863,0.132046,7039.485921,0.339999,6.070075,47571.5567,4383.197241,30516.50089,8232,7.702,47.022692,0.311507,0.314729,0.373765,17067.57624,12037.92897,3604.019521,6107.839858,11322.4568,19194.0441,624.8334,3758.363841,2,N,Mar_5,47_EX2,0.332,mg/L,16,3/5/26 20:59
48,Axxx_4,1,Antibiotic,1,10,AB,Absence,Absence,Absence,Presence,June_7,NA,12.7,27.5,29.1,33.2,32.9,33,208.4,81.8,MO_048.jpg,roi_1,34,75,1342,18521.66149,279.061333,204.893333,0.734223,4889.495597,50068.03786,0.097657,4852.601406,0.353804,6.528124,31033.47291,3101.644452,20309.94501,4962,6.15,47.404482,0.299315,0.326112,0.374573,10159.38217,8362.279313,2210.023164,4253.875804,6943.212564,13366.73244,393.540521,2708.103931,2,N,Mar_5,48_EX2,0.08936,mg/L,17,3/5/26 21:14
49,Axxx_5,1,Antibiotic,11,8,AB,Absence,Absence,Absence,Presence,June_6,June_6,19.2,32.1,31.2,31.1,31.6,32.8,247.6,125.1,MO_049.jpg,roi_1,58,111,1995,31909.78467,280.585333,206.375,0.735516,7186.673799,54347.76854,0.132235,7035.229657,0.305528,7.146188,52827.31725,3767.449747,30045.0595,9655,8.14,44.149251,0.352957,0.319847,0.327197,20280.49934,11629.28534,4091.572603,5469.994894,12854.38644,17190.67307,684.426515,3083.023231,2,N,Mar_5,49_EX2,1.861,mg/L,18,3/5/26 21:29
50,Axxx_6,1,Antibiotic,6,4,AB,Absence,Absence,Absence,Presence,June_6,June_7,14.8,28.8,28.9,30.4,30.2,32.4,242.6,183.4,MO_050.jpg,roi_1,52,103,2243,26797.91504,280.797,206.671333,0.736017,6906.170775,54409.37684,0.12693,6701.298425,0.352294,5.954421,45200.98964,4732.494702,29289.70595,7287,7.881,46.531967,0.313853,0.327711,0.358436,15556.39818,11241.51687,3334.60933,5986.604986,10476.2198,18813.48615,587.42809,4145.066611,3,N,Mar_9,50_EX2,0.6545,mg/L,24,3/9/26 18:14
51,Axxx_7,1,Antibiotic,1,2,AB,Absence,Absence,Absence,Presence,June_7,June_7,11.9,24.4,26,25.7,25.8,28.8,160.4,109.4,MO_051.jpg,roi_1,20,64,826,10539.36935,271.991667,202.565,0.744747,2840.994318,45698.93369,0.062168,2771.229225,0.3589,7.351876,18581.03231,2688.115474,11836.57181,1845,4.463,46.667022,0.315686,0.319047,0.365267,6682.278923,3857.090425,1405.950841,2361.437201,4416.967941,7419.603864,242.765592,2445.349882,1,N,Mar_2,51_EX2,0.1452,mg/L,9,3/2/26 12:30
52,Axxx_8,1,Antibiotic,6,10,AB,Absence,Absence,Absence,Presence,June_7,June_8,13.3,29.6,32.3,32.2,32,31.2,281.3,123.9,MO_052.jpg,roi_1,54,95,2043,28432.7144,279.061333,203.750333,0.730127,6946.839153,54997.2314,0.126313,6523.852544,0.345533,10.358786,47223.4909,6445.288516,30418.35679,8003,7.787,45.861387,0.327134,0.317032,0.355833,17561.74273,10870.97167,3696.277165,5984.556809,11612.3205,18806.03629,638.864895,5806.423621,3,Y,Mar_9,52_EX2,12.25,mg/L,25,3/9/26 18:32
53,Axxx_9,1,Antibiotic,17,6,AB,Absence,Absence,Absence,Presence,unknown,unknown,8.2,10.1,12.3,12.6,13.4,24.1,97.9,27,MO_053.jpg,roi_1,18,49,805,8805.910658,274.150667,203.750333,0.743206,2146.536926,51090.36915,0.042015,2132.569212,0.298283,3.100465,16231.95843,820.564187,8153.348595,1552,4.452,46.063755,0.327652,0.316164,0.356184,5743.617672,3062.292987,1180.459427,1414.66544,3708.549849,4444.798746,200.418339,620.145849,1,N,Mar_2,53_EX2,0.2596,mg/L,10,3/2/26 12:45
54,Axxx_10,1,Antibiotic,3,2,AB,Absence,Absence,Absence,Presence,June_7,June_7,16.7,32.2,31.9,31.8,31.5,37.9,206.1,161,MO_054.jpg,roi_1,48,104,1926,26119.56843,280.246667,206.713667,0.737613,6378.834913,56282.89191,0.113335,6378.834913,0.37219,14.681552,43169.2429,10163.2123,30096.35537,7397,7.696,47.426542,0.306047,0.319259,0.374693,16781.9754,9337.59303,3388.4379,6190.01469,10645.19641,19451.15896,566.463729,9596.748574,3,N,Mar_9,54_EX2,1.73,mg/L,26,3/9/26 18:45
55,Axxx_11,1,Antibiotic,7,5,AB,Absence,Absence,Absence,Presence,June_6,June_7,13.8,25.2,25.7,25.8,28.5,38.1,302.6,69.7,MO_055.jpg,roi_1,25,51,983,12114.48292,279.061333,206.713667,0.740746,3010.77534,52637.23433,0.057199,2972.653553,0.349763,4.926698,21368.30218,2670.080347,13134.49474,2405,4.63,49.639251,0.277639,0.31318,0.409181,8116.462976,3998.019942,1656.414426,2523.914842,5203.804571,7930.690174,277.344148,2392.736199,2,N,Mar_5,55_EX2,0.3637,mg/L,19,3/5/26 21:44
56,xDxM_1,2,Drought_MP,7,7,MP,Presence,Presence,Absence,Absence ,June_7,NA,13.5,28.4,28.1,30.6,30.6,31.6,178.6,198.5,MO_056.jpg,roi_1,66,117,2573,39336.14074,280.585333,205.782333,0.733404,9591.298022,56490.26068,0.169787,9514.764125,0.349027,6.14344,61600.14536,5788.608916,42260.45321,13379,9.736,44.970618,0.342253,0.313963,0.343784,21778.1553,17557.98544,4435.805621,9011.949858,13935.83769,28324.61552,751.100667,5037.50825,3,Y,Mar_9,56_EX2,6.881,mg/L,27,3/9/26 19:02
57,xDxM_2,2,Drought_MP,10,6,MP,Presence,Presence,Absence,Absence ,June_7,June_7,12.6,25.7,25.1,27.6,28.3,31.8,207.7,181.6,MO_057.jpg,roi_1,64,111,2816,36683.67268,279.061333,206.713667,0.740746,10094.5515,56568.41285,0.178449,9820.731255,0.415681,4.233333,55209.5214,7665.086356,46936.09968,14347,10.983,46.241711,0.324185,0.314232,0.361583,17084.31156,19599.36113,3591.412025,11344.84566,11283.23221,35652.86747,629.611591,7035.474765,2,N,Mar_5,57_EX2,1.641,mg/L,20,3/5/26 21:59
58,xDxM_3,2,Drought_MP,8,6,MP,Presence,Presence,Absence,Absence ,June_7,NA,10.8,24.5,24.3,25,25.1,27.6,308.8,303.3,MO_058.jpg,roi_1,85,128,3438,52145.14161,281.813,206.840667,0.733964,13127.66729,58144.53694,0.225776,13127.66729,0.398059,12.61306,76127.99293,12979.80475,63974.34572,22648,13.122,46.58758,0.31777,0.315101,0.367129,26420.2583,25724.88331,5303.576361,15053.43446,16662.58559,47311.76013,893.881977,12085.92277,2,N,Mar_5,58_EX2,2.583,mg/L,21,3/5/26 22:14
59,xDxM_4,2,Drought_MP,13,1,MP,Presence,Presence,Absence,Absence ,June_6,June_7,9.2,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,
60,xDxM_5,2,Drought_MP,10,8,MP,Presence,Presence,Absence,Absence ,June_7,NA,15.6,27.8,29.5,28.6,29.4,38.5,446.4,262.7,MO_060.jpg,roi_1,82,127,2856,44213.37326,273.388667,208.068333,0.761072,10907.07496,56062.78931,0.194551,10752.26165,0.364006,8.131968,69089.37702,9012.472288,49568.83374,15388,10.413,47.49495,0.307844,0.309335,0.382821,25107.1421,19106.23116,5189.104964,10585.42653,16302.3441,33266.48964,886.583543,8125.888744,3,N,Mar_9,60_EX2,2.789,mg/L,28,3/9/26 19:15
61,xDxM_6,2,Drought_MP,10,7,MP,Presence,Presence,Absence,Absence ,June_7,June_9,14,27.3,32,32.5,32.3,34.2,271.1,259.6,MO_061.jpg,roi_1,78,154,2587,47364.21353,278.087667,208.068333,0.748211,11718.87262,57575.87589,0.203538,11642.36381,0.380909,8.871838,71126.78489,10010.10501,55459.51274,18428,10.245,46.285454,0.327586,0.309225,0.363189,26016.66015,21347.55339,5373.517184,12274.69784,16882.05464,38577.4581,917.698654,9092.406351,2,Y,NA,,,,,
62,xDxM_7,2,Drought_MP,8,7,MP,Presence,Presence,Absence,Absence ,June_7,June_7,13.1,25.2,26.1,26.2,25.3,36.6,277.9,181.3,MO_062.jpg,roi_1,29,103,1442,19920.86281,279.357667,205.316667,0.73496,4752.569348,54281.45147,0.087554,4637.838395,0.353558,7.666892,32085.18991,4568.526951,21808.54055,5991,6.551,44.77467,0.337666,0.326402,0.335932,12432.52769,7488.335118,2554.499005,4384.850697,8025.387247,13783.1533,433.915664,4134.611287,1,N,Mar_2,62_EX2,0.3293,mg/L,11,3/2/26 12:58
63,xDxM_8,2,Drought_MP,15,2,MP,Presence,Presence,Absence,Absence ,June_7,June_7,14.2,32.7,33,34.6,35.4,37.8,279.4,177.3,MO_063.jpg,roi_1,60,114,2394,36486.9992,278.087667,205.147333,0.737707,8432.82722,53334.14423,0.158113,8432.82722,0.331695,5.647971,57692.54066,5183.57881,37270.40311,13399,9.394,45.502676,0.331548,0.320358,0.348094,22796.35518,13690.64402,4569.313995,7290.943178,14355.48692,22914.9162,760.654311,4422.924499,1,N,Mar_2,63_EX2,1.185,mg/L,12,3/2/26 13:13
64,xDxM_9,2,Drought_MP,17,1,MP,Presence,Presence,Absence,Absence ,June_7,June_7,11.5,19.7,24.1,24.2,25.8,37.7,216.3,151.9,MO_064.jpg,roi_1,39,77,1736,21188.8053,275.928667,205.909333,0.746241,5423.548293,52045.92279,0.104207,5357.526919,0.361178,7.377183,35100.67332,4035.328968,23684.27489,5928,7.128,46.609628,0.31201,0.325037,0.362953,12326.76053,8862.044777,2553.834851,4983.618024,8023.220278,15661.05461,438.714448,3596.61452,3,Y,Mar_9,64_EX2,3.641,mg/L,29,3/9/26 19:32
65,xDxM_10,2,Drought_MP,10,10,MP,Presence,Presence,Absence,Absence ,June_7,June_7,14.6,28.2,30.5,32.5,32.5,34.6,327.5,246.1,MO_065.jpg,roi_1,59,109,2209,33242.36959,276.436667,205.909333,0.74487,8605.018632,54381.66991,0.158234,8435.219689,0.40156,10.493886,51208.86247,9838.038713,41414.75088,12442,9.619,46.541707,0.313764,0.326931,0.359305,18117.20631,15125.16329,3849.962821,9329.658261,12095.61465,29319.13623,674.59143,9163.447283,3,Y,Mar_9,65_EX2,6.451,mg/L,30,3/9/26 19:49
66,xDxM_11,2,Drought_MP,15,8,MP,Presence,Presence,Absence,Absence ,June_7,June_7,12,21.9,26.4,26.6,26.1,34.3,161.2,119.6,MO_066.jpg,roi_1,31,70,1136,13489.13756,215.730667,181.737,0.842425,3821.198451,30621.50507,0.124788,3778.08205,0.405674,5.194423,21164.16937,3032.412033,16931.80134,4123,4.589,47.598216,0.304717,0.313079,0.382204,6739.157299,6749.980262,1398.546301,3989.748537,4393.744991,12538.05635,240.43324,2791.978793,2,N,Mar_5,66_EX2,0.2516,mg/L,22,3/5/26 22:29
67,xxHM_1,2,Herbicide_MP,15,7,MP,Presence,Absence,Presence,Absence ,June_6,June_7,13.9,28.1,32.5,33.1,33.7,34.3,237.4,66.6,MO_067.jpg,roi_1,28,59,1049,13042.05982,273.981333,205.316667,0.749382,3247.147628,46862.6276,0.069291,3078.106747,0.326296,5.941767,22867.85913,1843.886092,13177.55736,2737,5.225,46.642847,0.327038,0.306575,0.366388,8285.108063,4756.951755,1802.386311,2391.252223,5662.562205,7514.99515,319.64849,1524.237602,2,N,Mar_5,67_EX2,0.0501,mg/L,23,3/5/26 22:43
68,xxHM_2,2,Herbicide_MP,1,1,MP,Presence,Absence,Presence,Absence ,June_6,June_7,7.5,20,25.9,32.5,33,32.9,151.1,72.2,MO_068.jpg,roi_1,29,86,1123,15825.64262,276.436667,207.052333,0.749005,4206.393021,54782.74796,0.076783,3431.509266,0.35955,7.656133,27637.25581,3435.563303,17615.05885,3291,5.537,48.132765,0.29674,0.318691,0.384569,9623.538313,6202.104309,2055.889924,3550.100062,6458.91368,11156.14517,360.080815,3075.482488,1,N,Mar_2,68_EX2,2.009,mg/L,13,3/2/26 13:26
69,xxHM_3,2,Herbicide_MP,16,1,MP,Presence,Absence,Presence,Absence ,June_8,June_9,7.7,22.5,33.6,33.9,34,33.9,152.2,113.6,MO_069.jpg,roi_1,44,106,1593,25034.85437,279.357667,207.052333,0.741173,6407.686109,56603.38411,0.113203,6362.424551,0.348116,5.851808,41919.02355,3874.217396,26890.9522,6391,7.032,45.440927,0.33778,0.314206,0.348014,14720.65086,10314.20352,3154.920447,5402.945722,9911.693753,16979.25845,554.736667,3319.480729,2,Y,NA,,,,,
70,xxHM_4,2,Herbicide_MP,9,3,MP,Presence,Absence,Presence,Absence ,June_7,June_8,8.9,17.9,20,21.5,21.7,22.9,101.5,36.4,MO_070.jpg,roi_1,18,48,726,8376.465654,257.090333,207.052333,0.805368,2215.185534,47135.76057,0.046996,1615.462719,0.351387,3.833446,15198.21546,1348.072874,9081.559879,1284,4.303,48.617902,0.296011,0.306991,0.396998,5192.627222,3183.838431,1121.170263,1769.243936,3522.359566,5559.200313,198.433432,1149.639442,3,N,Mar_9,70_EX2,2.535,mg/L,31,3/9/26 20:02
71,xxHM_5,2,Herbicide_MP,7,8,MP,Presence,Absence,Presence,Absence ,unknown,unknown,7,7,7.1,7.6,7.4,19.5,37.6,20.2,MO_071.jpg,roi_1,11,32,449,4787.055505,216.196333,194.140667,0.897983,1185.589027,30385.56826,0.039018,1086.820407,0.316853,3.031492,8573.177153,619.937292,4697.1017,754,2.855,43.002617,0.358456,0.342645,0.298899,3289.085234,1497.970271,651.71651,843.225474,2047.427801,2649.673898,107.040644,512.896648,1,Y,Mar_2,71_EX2,0.2834,mg/L,14,3/2/26 13:41
72,xxHM_6,2,Herbicide_MP,5,3,MP,Presence,Absence,Presence,Absence ,June_6,June_7,12.9,28,28.1,30.5,30.1,30.1,247.2,119.1,MO_072.jpg,roi_1,52,105,1848,26661.14954,277.706667,205.147333,0.73872,6514.648261,54749.14677,0.118991,6426.255965,0.328391,6.061211,44925.29373,4312.136362,27161.8157,7151,7.32,47.947006,0.297404,0.315402,0.387194,16522.70153,10138.44801,3498.878762,5144.901323,10992.13144,16169.68427,607.735918,3704.400444,3,N,Mar_9,72_EX2,0.9309,mg/L,32,3/9/26 20:18
73,xxHM_7,2,Herbicide_MP,6,3,MP,Presence,Absence,Presence,Absence ,June_6,June_7,9.4,21.8,29,29.1,29.7,40.5,266.4,84.7,MO_073.jpg,roi_1,27,83,979,13072.31008,279.188333,204.343,0.731918,3228.518633,54218.46683,0.059546,2990.909789,0.322494,8.666244,23448.86286,2489.214041,13139.40722,2516,5.255,48.23619,0.295421,0.315171,0.389408,8280.612914,4791.697166,1768.57071,2413.538575,5556.196206,7583.211015,309.70317,2179.510871,3,N,Mar_9,73_EX2,0.4485,mg/L,33,3/9/26 20:30
74,xxHM_8,2,Herbicide_MP,7,9,MP,Presence,Absence,Presence,Absence ,June_6,NA,6.2,17.1,20.3,22.1,22.4,27.2,113,48.7,MO_074.jpg,roi_1,21,43,932,10383.03282,274.489333,204.343,0.744448,2807.596535,53967.14475,0.052024,2683.944453,0.343932,5.997604,18910.34662,1631.38466,11102.93345,1637,4.838,47.878902,0.303613,0.311124,0.385263,6100.543242,4282.489576,1288.990717,2244.822337,4049.540795,7053.392659,224.327988,1407.056671,2,N,Mar_5,74_EX2,-0.04094,mg/L,24,3/5/26 22:57
75,xxHM_9,2,Herbicide_MP,9,1,MP,Presence,Absence,Presence,Absence ,June_7,NA,8.5,20.8,20.9,23.5,23.9,30.5,151.6,78.6,MO_075.jpg,roi_1,48,77,1359,24213.48912,277.410333,204.343,0.736609,5915.681717,53242.62022,0.111108,5794.660454,0.332776,6.163827,40054.57398,3164.921428,24826.66517,7000,6.813,47.809984,0.305591,0.310629,0.38378,14419.78532,9793.703802,3021.889782,4879.13069,9493.683386,15332.98179,522.344339,2642.577089,3,N,Mar_9,75_EX2,0.3462,mg/L,34,3/9/26 20:46
76,xxHM_10,2,Herbicide_MP,13,10,MP,Presence,Absence,Presence,Absence ,June_7,June_7,13.2,29.4,34.6,34.2,34.1,34,239.9,154.3,MO_076.jpg,roi_1,52,96,1861,29697.57914,280.416,205.147333,0.731582,7525.051258,56538.65216,0.133096,7501.870301,0.344443,6.267621,48443.41179,4482.312303,31583.12991,8209,8.046,45.523891,0.335163,0.310793,0.354044,16843.67264,12853.9065,3533.551598,6517.739315,11101.1586,20481.97132,612.154045,3870.158258,3,N,Mar_9,76_EX2,0.7264,mg/L,35,3/9/26 21:02
77,xxHM_11,2,Herbicide_MP,17,3,MP,Presence,Absence,Presence,Absence ,June_7,June_7,11.3,21.9,25.3,27.6,27.6,28.2,175.7,104.9,MO_077.jpg,roi_1,39,106,1585,22739.10225,277.368,204.935667,0.738858,5584.271986,55540.72046,0.100544,5490.696904,0.320834,4.649734,38735.83657,2588.280894,22558.0746,5432,6.61,44.452248,0.348168,0.319001,0.332831,13671.17734,9067.924911,2930.486062,4247.993667,9206.569498,13351.5051,516.225598,2072.055296,2,N,Mar_5,77_EX2,0.1781,mg/L,25,3/5/26 23:12
78,AxxM_1,2,Antibiotic_MP,12,4,AB+MP,Presence,Absence,Absence,Presence,June_7,June_7,13.1,22.9,28,31.7,32.1,32,156.5,137.1,MO_078.jpg,roi_1,38,94,1597,22860.19618,279.738667,204.935667,0.732597,5728.843381,51422.60773,0.111407,5661.167889,0.344041,5.460836,37508.7444,3432.896434,24311.72897,6719,6.76,46.024826,0.326119,0.315943,0.357937,12926.43656,9933.759622,2767.307881,4969.594703,8693.922606,15617.80636,486.915869,2945.980565,3,N,Mar_9,78_EX2,0.8199,mg/L,36,3/9/26 21:18
79,AxxM_2,2,Antibiotic_MP,4,3,AB+MP,Presence,Absence,Absence,Presence,June_7,NA,13.5,27.3,28.7,28.4,28.6,29.4,222.2,100.7,MO_079.jpg,roi_1,36,73,1307,19714.29234,279.738667,204.935667,0.732597,5104.8285,54424.77018,0.093796,5069.500614,0.355285,5.247967,32335.60899,2995.457813,21590.27732,5148,6.077,45.405471,0.335565,0.309302,0.355133,11154.38765,8559.904689,2364.447702,4506.048773,7428.376738,14161.90059,412.167702,2583.290111,3,N,Mar_9,79_EX2,0.3498,mg/L,37,3/9/26 21:34
80,AxxM_3,2,Antibiotic_MP,3,6,AB+MP,Presence,Absence,Absence,Presence,June_6,June_7,12.6,24.9,25.3,23.4,25.4,31.2,290.4,96,MO_080.jpg,roi_1,31,90,1500,18510.48371,281.474333,204.935667,0.728079,4638.786421,52778.18925,0.087892,4412.233111,0.330553,5.571298,31590.98672,2615.420471,18953.36563,4214,6.166,45.333335,0.33435,0.320009,0.345641,11217.66583,7292.817876,2382.472572,3648.939335,7484.910903,11468.45473,416.28923,2199.131241,3,Y,Mar_9,80_EX2,2.691,mg/L,38,3/9/26 21:47
81,AxxM_4,2,Antibiotic_MP,3,3,AB+MP,Presence,Absence,Absence,Presence,June_7,NA,11.5,22.7,24.4,24.6,24.5,28.7,145.6,69.1,MO_081.jpg,roi_1,27,54,1010,13103.57185,281.474333,204.935667,0.728079,3494.376524,51728.74421,0.067552,3494.376524,0.354711,5.331312,22422.54799,2077.229037,14385.36067,2968,5.247,48.313839,0.283312,0.330214,0.386474,7484.259961,5619.311889,1582.717278,2995.153069,4972.503675,9412.856999,276.122857,1801.10618,1,Y,Mar_2,81_EX2,2.004,mg/L,15,3/2/26 13:57
82,AxxM_5,2,Antibiotic_MP,16,5,AB+MP,Presence,Absence,Absence,Presence,June_7,NA,13.4,28.3,28.6,31.9,32.5,33,236.6,116.9,MO_082.jpg,roi_1,44,93,1774,24551.91882,280.881667,204.935667,0.729616,5601.451163,54754.04013,0.102302,5576.806051,0.31085,6.267621,41275.72066,3150.747975,23513.47787,6609,6.748,45.772894,0.332213,0.31341,0.354377,16330.06309,8221.855722,3305.454459,4177.274541,10384.61147,13128.8664,553.711903,2597.036072,1,N,Mar_2,82_EX2,0.9249,mg/L,16,3/2/26 14:12
83,AxxM_6,2,Antibiotic_MP,11,7,AB+MP,Presence,Absence,Absence,Presence,June_7,NA,14.5,28.5,34.7,35.3,35.2,35.2,373.2,184.1,MO_083.jpg,roi_1,59,116,2059,33238.23062,278.638,205.147333,0.73625,8118.051864,55851.91607,0.14535,7997.156049,0.339443,7.672501,53543.34581,5148.325177,34773.90009,9964,8.123,46.336611,0.329864,0.3003,0.369836,19796.60566,13441.62497,4128.055901,6937.782943,12968.88636,21805.01373,708.691528,4439.633649,3,Y,Mar_9,83_EX2,4.039,mg/L,39,3/9/26 22:01
84,AxxM_7,2,Antibiotic_MP,12,1,AB+MP,Presence,Absence,Absence,Presence,June_7,NA,12.8,26.2,26.7,30.2,29.5,30.1,251.9,174.2,MO_084.jpg,roi_1,57,98,2056,30678.39557,278.511,206.713667,0.74221,7399.1447,57497.24791,0.128687,7189.679169,0.341387,6.747885,50024.87107,5002.845261,32221.52821,9092,8.347,46.669445,0.322212,0.307428,0.370361,18811.76383,11866.63174,3963.070331,6290.844523,12450.69222,19770.83599,686.521294,4316.323968,2,N,Mar_5,84_EX2,1.533,mg/L,26,3/5/26 23:27
85,AxxM_8,2,Antibiotic_MP,8,3,AB+MP,Presence,Absence,Absence,Presence,June_7,June_7,15.6,29.1,29.9,30.4,30.2,30.5,145.4,128.2,MO_085.jpg,roi_1,55,106,1890,30547.52081,277.749,206.713667,0.744246,7606.409518,52158.98081,0.145831,7524.366672,0.349288,5.547444,48600.95458,4400.312693,32853.37861,10193,8.448,46.167891,0.327861,0.310631,0.361508,16968.01493,13579.50587,3606.957611,6847.809206,11332.03502,21521.34359,632.379254,3767.933439,3,N,Mar_9,85_EX2,2.961,mg/L,40,3/9/26 22:18
86,AxxM_9,2,Antibiotic_MP,12,6,AB+MP,Presence,Absence,Absence,Presence,June_7,June_8,15.1,23.9,28.9,31.8,31.9,32.4,239.2,105.5,MO_086.jpg,roi_1,41,90,1555,22408.52335,278.511,206.713667,0.74221,5718.436592,57152.59448,0.100056,5625.300577,0.351679,5.424617,37402.33307,3562.540225,24260.18637,5483,6.396,46.050633,0.330084,0.307591,0.362325,13447.97577,8960.547578,2868.745729,4851.280562,9012.669373,15247.517,502.301547,3060.238678,2,N,Mar_5,86_EX2,0.2543,mg/L,27,3/5/26 23:42
87,AxxM_10,2,Antibiotic_MP,3,9,AB+MP,Presence,Absence,Absence,Presence,June_6,June_8,10,23.2,24.5,28.9,29.1,32.5,182.2,119,MO_087.jpg,roi_1,42,122,1570,23196.6512,278.511,206.713667,0.74221,6062.088234,56738.27362,0.106843,5938.23902,0.370902,6.858,37932.30809,4647.726136,26597.9215,6320,6.787,47.537843,0.305611,0.31611,0.378279,13220.30043,9976.350767,2819.900427,5644.392918,8859.24453,17738.67697,493.726068,4154.000068,2,N,Mar_5,87_EX2,0.4073,mg/L,28,3/5/26 23:56
88,AxxM_11,2,Antibiotic_MP,8,4,AB+MP,Presence,Absence,Absence,Presence,June_7,June_7,15.4,25.4,29,28.9,28.9,29.1,257,178.6,MO_088.jpg,roi_1,52,100,2083,30118.62684,278.511,206.121,0.740082,8103.365514,55336.30151,0.146439,8103.365514,0.376348,11.509996,48454.62376,6282.879706,35067.91771,8837,8.25,45.811402,0.32934,0.316429,0.354231,15246.94457,14871.68228,3400.951646,7759.512283,10684.51618,24383.40153,618.991508,5663.888198,2,N,Mar_5,88_EX2,0.4612,mg/L,29,3/6/26 0:11
89,xDHx_1,2,Drought_Herbicide,8,5,Untreated,Absence,Presence,Presence,Absence,June_7,June_8,6.7,16.2,21.1,21,20.9,23.3,104.1,60.4,MO_089.jpg,roi_1,20,59,1039,9878.983945,278.511,206.121,0.740082,2814.657453,52431.46593,0.053683,2742.435375,0.387032,6.350565,17503.42823,2116.815516,11862.63514,1847,5.171,47.648396,0.304066,0.313529,0.382404,5334.866116,4544.117828,1173.885375,2601.345525,3687.86967,8174.765472,212.233259,1904.582257,3,N,Mar_9,89_EX2,2.812,mg/L,41,3/9/26 22:31
90,xDHx_2,2,Drought_Herbicide,9,2,Untreated,Absence,Presence,Presence,Absence,June_6,June_7,14.1,29.4,33.4,33.1,33.1,33.4,238.7,116,MO_090.jpg,roi_1,35,73,1499,19557.35888,278.511,203.327,0.73005,5041.122534,50417.13573,0.099988,5041.122534,0.33185,3.898346,33421.44261,2305.805212,20082.74093,4776,6.195,45.453673,0.334468,0.314907,0.350625,10865.47079,8691.888085,2418.279778,3973.018866,7597.297759,12485.44317,438.89744,1866.907772,3,N,Mar_9,90_EX2,0.3078,mg/L,42,3/9/26 22:44
91,xDHx_3,2,Drought_Herbicide,7,1,Untreated,Absence,Presence,Presence,Absence,June_7,NA,10.9,21.1,25.2,25.6,26,31.6,216.6,83.2,MO_091.jpg,roi_1,31,82,1438,17048.56365,278.511,201.93,0.725034,4229.982579,53831.44879,0.078578,4165.459411,0.32241,5.317174,29631.14107,2095.025345,17028.42824,4336,5.995,46.340079,0.331922,0.298112,0.369966,10205.49073,6843.07292,2241.341902,3177.557205,7041.545081,9986.883155,402.790675,1692.23467,1,N,Mar_2,91_EX2,0.952,mg/L,17,3/2/26 14:25
92,xDHx_4,2,Drought_Herbicide,9,9,Untreated,Absence,Presence,Presence,Absence,June_7,June_7,19,32,32,31.5,31.3,31.4,190.3,138,MO_092.jpg,roi_1,53,101,1851,30139.55135,279.823333,203.665667,0.727837,6766.043816,51925.49203,0.130303,6766.043816,0.313356,5.591206,48134.28957,3522.512961,28982.79197,10153,7.257,45.604402,0.336538,0.306732,0.356729,19207.22313,10932.32822,3892.254509,5330.692101,12227.95313,16754.83884,652.050502,2870.46246,2,N,Mar_5,92_EX2,0.6351,mg/L,30,3/6/26 0:26
